time h A h_sea a Q_f W_Dir W_Vel
183.32 0.22 244206000 0.260 7.000 22.872 80 6.0
183.36 0.22 244206000 0.280 7.000 22.837 70 6.0
183.4 0.22 244206000 0.230 7.000 22.802 60 4.0
183.44 0.21 245488000 0.100 1.000 22.767 30 2.0
183.48 0.22 244206000 -0.170 1.000 22.733 50 3.0
183.52 0.21 245488000 -0.430 1.000 22.698 60 4.0
183.56 0.22 244206000 -0.590 1.000 22.663 40 3.0
183.6 0.21 245488000 -0.510 1.000 22.628 360 3.0
183.64 0.21 245488000 -0.450 1.000 22.593 10 3.0
183.68 0.22 244206000 -0.410 1.000 22.559 10 3.0
183.72 0.20 246770000 -0.250 1.000 22.524 40 2.0
183.76 0.20 246770000 -0.050 7.000 22.489 90 2.0
183.8 0.22 244206000 0.150 7.000 22.454 290 2.0
183.84 0.22 244206000 0.250 7.000 22.374 320 6.0
183.88 0.20 246770000 0.160 7.000 22.294 310 5.0
183.92 0.19 248007500 0.060 7.000 22.214 330 5.0
183.96 0.19 248007500 -0.110 1.000 22.133 330 5.0
184 0.20 246770000 -0.380 1.000 22.053 330 4.0
184.04 0.19 248007500 -0.610 1.000 21.973 20 2.0
184.08 0.20 246770000 -0.680 1.000 21.893 90 3.0
184.12 0.21 245488000 -0.560 1.000 21.813 80 3.0
184.16 0.23 242924000 -0.490 1.000 21.733 100 4.0
184.2 0.22 244206000 -0.390 1.000 21.653 120 6.0
184.24 0.21 245488000 -0.140 7.000 21.573 120 6.0
184.28 0.22 244206000 0.090 7.000 21.493 120 6.0
184.32 0.22 244206000 0.230 7.000 21.412 100 5.0
184.36 0.22 244206000 0.280 7.000 21.332 110 6.0
184.4 0.21 245488000 0.220 7.000 21.252 100 4.0
184.44 0.22 244206000 0.100 1.000 21.172 100 3.0
184.48 0.23 242924000 -0.160 1.000 21.092 50 2.0
184.52 0.21 245488000 -0.430 1.000 21.012 360 4.0
184.56 0.21 245488000 -0.570 1.000 20.932 360 3.0
184.6 0.21 245488000 -0.510 1.000 20.851 10 3.0
184.64 0.20 246770000 -0.420 1.000 20.771 30 2.0
184.68 0.21 245488000 -0.370 1.000 20.691 20 2.0
184.72 0.22 244206000 -0.180 1.000 20.611 30 2.0
184.76 0.21 245488000 0.000 7.000 20.531 340 6.0
184.8 0.21 245488000 0.190 7.000 21.219 340 7.0
184.84 0.22 244206000 0.250 7.000 21.907 340 7.0
184.88 0.19 248007500 0.180 7.000 22.595 340 7.0
184.92 0.18 249245000 0.100 1.000 23.282 350 6.0
184.96 0.20 246770000 -0.060 1.000 23.970 350 7.0
185 0.20 246770000 -0.370 1.000 24.658 350 6.0
185.04 0.21 245488000 -0.590 1.000 25.346 350 6.0
185.08 0.21 245488000 -0.630 1.000 26.034 360 7.0
185.12 0.20 246770000 -0.520 1.000 26.722 10 5.0
185.16 0.20 246770000 -0.490 1.000 27.410 10 5.0
185.2 0.21 245488000 -0.390 1.000 28.098 10 4.0
185.24 0.21 245488000 -0.110 7.000 28.785 10 4.0
185.28 0.23 242924000 0.160 7.000 29.473 30 3.0
185.32 0.21 245488000 0.470 7.000 30.161 20 4.0
185.36 0.23 242924000 0.410 7.000 30.849 30 3.0
185.4 0.23 242924000 0.370 7.000 31.537 40 3.0
185.44 0.22 244206000 0.250 1.000 32.225 80 3.0
185.48 0.23 242924000 0.040 1.000 32.913 110 1.0
185.52 0.22 244206000 -0.220 1.000 33.601 90 1.0
185.56 0.23 242924000 -0.360 1.000 34.288 350 2.0
185.6 0.21 245488000 -0.210 1.000 34.976 300 3.0
185.64 0.22 244206000 -0.210 0.000 35.664 300 3.0
185.68 0.21 245488000 -0.170 1.000 36.352 300 3.0
185.72 0.20 246770000 0.040 7.000 37.040 300 4.0
185.76 0.22 244206000 0.270 7.000 37.694 20 2.0
185.8 0.22 244206000 0.480 7.000 38.348 60 2.0
185.84 0.23 242924000 0.450 7.000 39.001 30 2.0
185.88 0.23 242924000 0.390 7.000 39.655 320 3.0
185.92 0.23 242924000 0.320 7.000 40.309 330 3.0
185.96 0.22 244206000 0.080 1.000 40.963 320 1.0
186 0.23 242924000 -0.190 1.000 41.617 330 1.0
186.04 0.24 241642000 -0.390 1.000 42.270 310 1.0
186.08 0.23 242924000 -0.310 1.000 42.924 270 2.0
186.12 0.22 244206000 -0.260 7.000 43.578 300 3.0
186.16 0.21 245488000 -0.230 7.000 44.232 310 3.0
186.2 0.23 242924000 -0.090 7.000 44.885 310 3.0
186.24 0.21 245488000 0.190 7.000 45.539 290 5.0
186.28 0.22 244206000 0.490 7.000 46.193 280 7.0
186.32 0.22 244206000 0.620 1.000 46.847 290 5.0
186.36 0.21 245488000 0.580 1.000 47.501 290 6.0
186.4 0.22 244206000 0.500 1.000 48.154 290 8.0
186.44 0.22 244206000 0.350 1.000 48.808 260 7.0
186.48 0.20 246770000 0.120 1.000 49.462 270 6.0
186.52 0.20 246770000 -0.110 1.000 50.116 260 7.0
186.56 0.21 245488000 -0.110 1.000 50.770 250 6.0
186.6 0.22 244206000 0.090 1.000 51.423 240 8.0
186.64 0.21 245488000 0.170 1.000 52.077 250 6.0
186.68 0.21 245488000 0.210 1.000 52.731 290 10.0
186.72 0.21 245488000 0.430 1.000 52.075 280 11.0
186.76 0.19 248007500 0.710 1.000 51.418 280 10.0
186.8 0.15 252957500 0.900 1.000 50.762 270 9.0
186.84 0.18 249245000 0.830 1.000 50.105 270 8.0
186.88 0.21 245488000 0.790 1.000 49.449 280 8.0
186.92 0.21 245488000 0.700 1.000 48.793 280 10.0
186.96 0.20 246770000 0.450 1.000 48.136 290 10.0
187 0.22 244206000 0.190 1.000 47.480 290 9.0
187.04 0.20 246770000 0.070 1.000 46.824 290 10.0
187.08 0.18 249245000 0.160 1.000 46.167 300 12.0
187.12 0.19 248007500 0.260 1.000 45.511 290 9.0
187.16 0.18 249245000 0.310 1.000 44.854 290 9.0
187.2 0.19 248007500 0.350 1.000 44.198 280 7.0
187.24 0.22 244206000 0.520 1.000 43.542 290 9.0
187.28 0.22 244206000 0.790 1.000 42.885 260 5.0
187.32 0.21 245488000 0.830 1.000 42.229 270 6.0
187.36 0.20 246770000 0.770 1.000 41.573 290 6.0
187.4 0.24 241642000 0.720 1.000 40.916 250 4.0
187.44 0.24 241642000 0.490 1.000 40.260 250 6.0
187.48 0.24 241642000 0.260 1.000 39.604 230 6.0
187.52 0.19 248007500 0.030 1.000 38.947 240 9.0
187.56 0.22 244206000 0.110 1.000 38.291 240 8.0
187.6 0.23 242924000 0.300 7.000 37.634 250 10.0
187.64 0.23 242924000 0.280 7.000 36.978 250 9.0
187.68 0.23 242924000 0.320 7.000 37.247 250 9.0
187.72 0.22 244206000 0.510 7.000 37.515 250 10.0
187.76 0.23 242924000 0.770 1.000 37.784 260 9.0
187.8 0.22 244206000 0.870 1.000 38.053 260 9.0
187.84 0.19 248007500 0.830 1.000 38.322 260 10.0
187.88 0.22 244206000 0.700 1.000 38.590 260 6.0
187.92 0.23 242924000 0.490 1.000 38.859 270 7.0
187.96 0.25 240360000 0.270 1.000 39.128 260 8.0
188 0.26 239078000 -0.050 1.000 39.397 260 11.0
188.04 0.23 242924000 -0.170 1.000 39.666 260 9.0
188.08 0.24 241642000 0.000 7.000 39.934 260 8.0
188.12 0.26 239078000 0.030 7.000 40.203 260 8.0
188.16 0.22 244206000 -0.010 7.000 40.472 270 8.0
188.2 0.23 242924000 0.090 7.000 40.741 270 6.0
188.24 0.24 241642000 0.340 7.000 41.009 250 6.0
188.28 0.20 246770000 0.690 1.000 41.278 240 7.0
188.32 0.24 241642000 0.700 1.000 41.547 230 7.0
188.36 0.24 241642000 0.640 1.000 41.815 220 7.0
188.4 0.24 241642000 0.530 1.000 42.084 220 8.0
188.44 0.24 241642000 0.350 1.000 42.353 230 7.0
188.48 0.24 241642000 0.140 1.000 42.622 280 5.0
188.52 0.24 241642000 -0.020 1.000 42.890 260 9.0
188.56 0.25 240360000 0.130 1.000 43.159 270 10.0
188.6 0.21 245488000 0.250 1.000 43.428 260 10.0
188.64 0.21 245488000 0.210 1.000 42.914 270 8.0
188.68 0.22 244206000 0.330 1.000 42.399 250 8.0
188.72 0.24 241642000 0.530 1.000 41.885 240 8.0
188.76 0.23 242924000 0.750 1.000 41.371 260 6.0
188.8 0.24 241642000 0.810 1.000 40.857 250 6.0
188.84 0.27 237796000 0.750 1.000 40.342 260 7.0
188.88 0.26 239078000 0.640 1.000 39.828 260 7.0
188.92 0.25 240360000 0.480 1.000 39.314 250 7.0
188.96 0.24 241642000 0.240 1.000 38.799 250 5.0
189 0.24 241642000 -0.060 1.000 38.285 260 9.0
189.04 0.24 241642000 -0.130 7.000 37.771 260 8.0
189.08 0.24 241642000 0.000 7.000 37.257 260 8.0
189.12 0.21 245488000 0.000 7.000 36.742 250 9.0
189.16 0.23 242924000 -0.020 7.000 36.228 250 7.0
189.2 0.24 241642000 0.090 7.000 35.714 240 7.0
189.24 0.24 241642000 0.310 7.000 35.199 250 7.0
189.28 0.24 241642000 0.550 1.000 34.685 250 7.0
189.32 0.25 240360000 0.540 1.000 34.171 250 7.0
189.36 0.24 241642000 0.470 1.000 33.656 240 6.0
189.4 0.24 241642000 0.290 1.000 33.142 230 4.0
189.44 0.25 240360000 0.100 1.000 32.628 210 5.0
189.48 0.26 239078000 -0.140 1.000 32.114 190 5.0
189.52 0.26 239078000 -0.280 7.000 31.599 170 5.0
189.56 0.26 239078000 -0.100 7.000 31.085 140 6.0
189.6 0.26 239078000 -0.060 7.000 30.935 190 4.0
189.64 0.26 239078000 -0.040 7.000 30.784 220 6.0
189.68 0.25 240360000 0.240 7.000 30.634 260 9.0
189.72 0.24 241642000 0.360 7.000 30.483 260 8.0
189.76 0.22 244206000 0.590 7.000 30.333 260 7.0
189.8 0.23 242924000 0.570 1.000 30.183 240 6.0
189.84 0.24 241642000 0.560 1.000 30.032 260 7.0
189.88 0.24 241642000 0.450 1.000 29.882 250 7.0
189.92 0.25 240360000 0.270 1.000 29.731 250 7.0
189.96 0.24 241642000 -0.050 7.000 29.581 240 5.0
190 0.24 241642000 -0.240 7.000 29.430 230 6.0
190.04 0.23 242924000 -0.280 7.000 29.280 230 6.0
190.08 0.23 242924000 -0.210 7.000 29.130 220 5.0
190.12 0.23 242924000 -0.200 7.000 28.979 230 6.0
190.16 0.24 241642000 -0.150 7.000 28.829 220 5.0
190.2 0.22 244206000 -0.010 7.000 28.678 210 5.0
190.24 0.23 242924000 0.250 7.000 28.528 200 5.0
190.28 0.23 242924000 0.380 7.000 28.378 190 7.0
190.32 0.24 241642000 0.380 7.000 28.227 200 7.0
190.36 0.24 241642000 0.370 7.000 28.077 200 7.0
190.4 0.24 241642000 0.220 7.000 27.926 210 7.0
190.44 0.23 242924000 0.020 7.000 27.776 190 7.0
190.48 0.23 242924000 -0.160 7.000 27.625 190 7.0
190.52 0.23 242924000 -0.290 7.000 27.475 200 6.0
190.56 0.23 242924000 -0.150 7.000 27.256 200 5.0
190.6 0.22 244206000 0.010 7.000 27.036 200 5.0
190.64 0.22 244206000 0.040 7.000 26.817 200 5.0
190.68 0.23 242924000 0.280 7.000 26.597 200 5.0
190.72 0.22 244206000 0.420 7.000 26.378 190 5.0
190.76 0.23 242924000 0.590 7.000 26.159 200 5.0
190.8 0.22 244206000 0.630 1.000 25.939 180 4.0
190.84 0.24 241642000 0.570 1.000 25.720 170 3.0
190.88 0.24 241642000 0.380 1.000 25.500 160 4.0
190.92 0.24 241642000 0.220 1.000 25.281 160 4.0
190.96 0.24 241642000 -0.090 1.000 25.061 180 3.0
191 0.23 242924000 -0.290 7.000 24.842 180 3.0
191.04 0.24 241642000 -0.250 7.000 24.623 150 4.0
191.08 0.24 241642000 -0.180 7.000 24.403 150 4.0
191.12 0.23 242924000 -0.180 7.000 24.184 140 5.0
191.16 0.24 241642000 -0.130 7.000 23.964 130 5.0
191.2 0.22 244206000 0.030 7.000 23.745 130 4.0
191.24 0.22 244206000 0.220 7.000 23.525 120 4.0
191.28 0.23 242924000 0.310 7.000 23.306 120 4.0
191.32 0.22 244206000 0.300 7.000 23.087 100 4.0
191.36 0.23 242924000 0.210 7.000 22.867 110 5.0
191.4 0.21 245488000 0.060 7.000 22.648 110 6.0
191.44 0.22 244206000 -0.240 7.000 22.428 100 4.0
191.48 0.23 242924000 -0.460 7.000 22.209 110 4.0
191.52 0.20 246770000 -0.420 7.000 23.120 110 3.0
191.56 0.20 246770000 -0.270 7.000 24.031 220 2.0
191.6 0.20 246770000 -0.160 7.000 24.943 270 2.0
191.64 0.20 246770000 -0.140 7.000 25.854 310 2.0
191.68 0.20 246770000 0.120 7.000 26.765 20 1.0
191.72 0.20 246770000 0.320 7.000 27.676 110 2.0
191.76 0.22 244206000 0.420 1.000 28.588 160 4.0
191.8 0.21 245488000 0.440 1.000 29.499 200 6.0
191.84 0.23 242924000 0.400 1.000 30.410 180 5.0
191.88 0.21 245488000 0.250 1.000 31.321 190 6.0
191.92 0.20 246770000 0.040 7.000 32.233 190 6.0
191.96 0.20 246770000 -0.230 7.000 33.144 190 6.0
192 0.19 248007500 -0.310 7.000 34.055 210 8.0
192.04 0.19 248007500 -0.250 7.000 34.966 220 6.0
192.08 0.20 246770000 -0.230 1.000 35.878 180 5.0
192.12 0.18 249245000 -0.210 7.000 36.789 150 4.0
192.16 0.19 248007500 -0.100 7.000 37.700 180 5.0
192.2 0.21 245488000 0.030 7.000 38.611 190 6.0
192.24 0.21 245488000 0.230 7.000 39.523 180 7.0
192.28 0.20 246770000 0.380 7.000 40.434 190 7.0
192.32 0.20 246770000 0.430 7.000 41.345 200 7.0
192.36 0.22 244206000 0.290 7.000 42.257 200 8.0
192.4 0.20 246770000 0.120 7.000 43.168 200 8.0
192.44 0.20 246770000 -0.090 1.000 44.079 200 8.0
192.48 0.20 246770000 -0.210 1.000 43.808 200 8.0
192.52 0.21 245488000 -0.100 7.000 43.538 180 7.0
192.56 0.20 246770000 -0.050 7.000 43.267 180 8.0
192.6 0.21 245488000 -0.030 7.000 42.997 180 9.0
192.64 0.23 242924000 0.160 7.000 42.726 200 10.0
192.68 0.20 246770000 0.460 1.000 42.456 200 8.0
192.72 0.22 244206000 0.610 1.000 42.185 200 9.0
192.76 0.21 245488000 0.730 1.000 41.915 190 7.0
192.8 0.20 246770000 0.740 1.000 41.644 220 10.0
192.84 0.22 244206000 0.720 1.000 41.374 210 10.0
192.88 0.18 249245000 0.560 1.000 41.103 240 9.0
192.92 0.19 248007500 0.400 1.000 40.833 240 9.0
192.96 0.22 244206000 0.170 1.000 40.562 240 9.0
193 0.17 250482500 0.110 1.000 40.291 220 7.0
193.04 0.19 248007500 0.150 1.000 40.021 230 10.0
193.08 0.20 246770000 0.210 1.000 39.750 220 10.0
193.12 0.20 246770000 0.240 1.000 39.480 220 11.0
193.16 0.18 249245000 0.340 1.000 39.209 220 10.0
193.2 0.18 249245000 0.540 1.000 38.939 220 9.0
193.24 0.18 249245000 0.700 1.000 38.668 230 10.0
193.28 0.22 244206000 0.780 1.000 38.398 220 9.0
193.32 0.19 248007500 0.730 1.000 38.127 220 8.0
193.36 0.19 248007500 0.650 1.000 37.857 240 10.0
193.4 0.21 245488000 0.530 1.000 37.586 230 10.0
193.44 0.19 248007500 0.350 1.000 37.279 240 9.0
193.48 0.19 248007500 0.300 1.000 36.972 230 8.0
193.52 0.19 248007500 0.380 1.000 36.666 250 9.0
193.56 0.20 246770000 0.440 1.000 36.359 240 11.0
193.6 0.19 248007500 0.540 1.000 36.052 250 11.0
193.64 0.19 248007500 0.690 1.000 35.745 230 8.0
193.68 0.17 250482500 0.810 1.000 35.438 230 8.0
193.72 0.22 244206000 0.980 1.000 35.131 240 10.0
193.76 0.23 242924000 1.040 1.000 34.825 240 10.0
193.8 0.19 248007500 1.010 1.000 34.518 240 10.0
193.84 0.20 246770000 0.930 1.000 34.211 240 10.0
193.88 0.22 244206000 0.830 1.000 33.904 240 10.0
193.92 0.21 245488000 0.630 1.000 33.597 230 10.0
193.96 0.22 244206000 0.530 1.000 33.290 240 10.0
194 0.22 244206000 0.510 1.000 32.984 230 9.0
194.04 0.21 245488000 0.540 1.000 32.677 240 7.0
194.08 0.23 242924000 0.520 1.000 32.370 230 6.0
194.12 0.23 242924000 0.560 1.000 32.063 240 6.0
194.16 0.23 242924000 0.600 1.000 31.756 270 4.0
194.2 0.24 241642000 0.760 1.000 31.449 270 5.0
194.24 0.25 240360000 0.860 1.000 31.142 270 5.0
194.28 0.22 244206000 0.860 1.000 30.836 290 6.0
194.32 0.23 242924000 0.780 1.000 30.529 280 7.0
194.36 0.23 242924000 0.650 1.000 30.222 290 8.0
194.4 0.24 241642000 0.500 1.000 30.221 300 9.0
194.44 0.22 244206000 0.390 1.000 30.219 300 10.0
194.48 0.23 242924000 0.320 1.000 30.218 310 12.0
194.52 0.22 244206000 0.380 1.000 30.217 300 13.0
194.56 0.22 244206000 0.450 1.000 30.216 310 12.0
194.6 0.17 250482500 0.550 1.000 30.214 300 14.0
194.64 0.15 252957500 0.580 1.000 30.213 310 15.0
194.68 0.17 250482500 0.610 1.000 30.212 300 14.0
194.72 0.17 250482500 0.750 1.000 30.210 310 14.0
194.76 0.15 252957500 0.830 1.000 30.209 310 14.0
194.8 0.14 254195000 0.780 1.000 30.208 310 14.0
194.84 0.17 250482500 0.610 1.000 30.206 310 14.0
194.88 0.18 249245000 0.540 1.000 30.205 300 14.0
194.92 0.16 251720000 0.400 1.000 30.204 300 13.0
194.96 0.16 251720000 0.250 1.000 30.203 310 14.0
195 0.17 250482500 0.220 1.000 30.201 310 14.0
195.04 0.19 248007500 0.280 1.000 30.200 310 12.0
195.08 0.18 249245000 0.330 1.000 30.199 310 12.0
195.12 0.17 250482500 0.280 1.000 30.197 310 12.0
195.16 0.20 246770000 0.240 1.000 30.196 310 11.0
195.2 0.19 248007500 0.310 1.000 30.195 310 11.0
195.24 0.20 246770000 0.450 1.000 30.194 310 11.0
195.28 0.20 246770000 0.500 1.000 30.192 300 12.0
195.32 0.22 244206000 0.410 1.000 30.191 300 10.0
195.36 0.20 246770000 0.330 1.000 30.076 290 9.0
195.4 0.22 244206000 0.160 1.000 29.961 290 8.0
195.44 0.23 242924000 -0.050 7.000 29.847 280 7.0
195.48 0.23 242924000 -0.140 7.000 29.732 260 10.0
195.52 0.23 242924000 -0.100 7.000 29.617 250 9.0
195.56 0.22 244206000 -0.030 7.000 29.502 240 11.0
195.6 0.23 242924000 0.050 7.000 29.387 260 11.0
195.64 0.22 244206000 0.160 7.000 29.273 260 10.0
195.68 0.22 244206000 0.280 7.000 29.158 260 10.0
195.72 0.21 245488000 0.410 7.000 29.043 250 9.0
195.76 0.20 246770000 0.510 7.000 28.928 260 11.0
195.8 0.23 242924000 0.510 7.000 28.813 260 11.0
195.84 0.22 244206000 0.420 7.000 28.699 260 10.0
195.88 0.21 245488000 0.290 7.000 28.584 260 10.0
195.92 0.21 245488000 0.110 7.000 28.469 250 9.0
195.96 0.20 246770000 -0.030 7.000 28.354 270 8.0
196 0.23 242924000 -0.050 7.000 28.240 260 9.0
196.04 0.21 245488000 0.020 7.000 28.125 260 9.0
196.08 0.20 246770000 0.120 7.000 28.010 250 8.0
196.12 0.22 244206000 0.150 7.000 27.895 260 9.0
196.16 0.21 245488000 0.350 7.000 27.780 250 8.0
196.2 0.21 245488000 0.550 1.000 27.666 250 8.0
196.24 0.20 246770000 0.640 1.000 27.551 250 9.0
196.28 0.21 245488000 0.700 1.000 27.436 260 10.0
196.32 0.22 244206000 0.640 1.000 27.143 250 8.0
196.36 0.21 245488000 0.540 1.000 26.849 250 9.0
196.4 0.21 245488000 0.380 1.000 26.556 250 9.0
196.44 0.21 245488000 0.200 1.000 26.263 250 9.0
196.48 0.20 246770000 0.070 1.000 25.969 250 8.0
196.52 0.21 245488000 0.070 1.000 25.676 260 9.0
196.56 0.20 246770000 0.110 1.000 25.383 250 9.0
196.6 0.21 245488000 0.170 1.000 25.089 250 8.0
196.64 0.22 244206000 0.270 1.000 24.796 270 9.0
196.68 0.22 244206000 0.370 1.000 24.503 260 9.0
196.72 0.21 245488000 0.580 1.000 24.209 270 10.0
196.76 0.20 246770000 0.650 1.000 23.916 270 10.0
196.8 0.20 246770000 0.620 1.000 23.623 270 7.0
196.84 0.22 244206000 0.520 1.000 23.329 280 6.0
196.88 0.22 244206000 0.390 1.000 23.036 280 6.0
196.92 0.23 242924000 0.210 1.000 22.743 290 6.0
196.96 0.22 244206000 0.000 7.000 22.449 290 5.0
197 0.22 244206000 -0.090 7.000 22.156 300 5.0
197.04 0.23 242924000 -0.010 7.000 21.863 300 5.0
197.08 0.21 245488000 0.050 7.000 21.569 300 6.0
197.12 0.22 244206000 0.100 7.000 21.276 300 6.0
197.16 0.22 244206000 0.230 7.000 20.983 290 5.0
197.2 0.22 244206000 0.390 7.000 20.689 290 7.0
197.24 0.20 246770000 0.530 7.000 20.396 290 7.0
197.28 0.22 244206000 0.600 1.000 20.563 290 7.0
197.32 0.20 246770000 0.530 1.000 20.729 290 8.0
197.36 0.21 245488000 0.380 1.000 20.896 290 8.0
197.4 0.20 246770000 0.230 1.000 21.062 300 8.0
197.44 0.19 248007500 0.030 1.000 21.229 300 8.0
197.48 0.20 246770000 -0.140 7.000 21.396 300 8.0
197.52 0.20 246770000 -0.170 7.000 21.562 300 8.0
197.56 0.21 245488000 -0.100 7.000 21.729 300 8.0
197.6 0.20 246770000 -0.020 7.000 21.895 300 8.0
197.64 0.19 248007500 0.070 7.000 22.062 300 8.0
197.68 0.19 248007500 0.190 7.000 22.228 300 8.0
197.72 0.19 248007500 0.360 7.000 22.395 300 8.0
197.76 0.20 246770000 0.480 7.000 22.562 310 7.0
197.8 0.22 244206000 0.460 7.000 22.728 310 8.0
197.84 0.20 246770000 0.370 7.000 22.895 300 8.0
197.88 0.20 246770000 0.230 7.000 23.061 310 8.0
197.92 0.19 248007500 0.000 7.000 23.228 300 8.0
197.96 0.20 246770000 -0.160 7.000 23.395 310 9.0
198 0.19 248007500 -0.240 7.000 23.561 300 9.0
198.04 0.17 250482500 -0.130 7.000 23.728 310 8.0
198.08 0.17 250482500 -0.050 7.000 23.894 320 8.0
198.12 0.17 250482500 0.000 7.000 24.061 310 8.0
198.16 0.20 246770000 0.150 7.000 24.227 300 8.0
198.2 0.18 249245000 0.300 7.000 24.394 310 9.0
198.24 0.18 249245000 0.440 7.000 24.337 310 9.0
198.28 0.19 248007500 0.470 7.000 24.279 320 8.0
198.32 0.18 249245000 0.450 7.000 24.222 290 7.0
198.36 0.18 249245000 0.280 1.000 24.164 310 7.0
198.4 0.18 249245000 0.100 1.000 24.107 310 7.0
198.44 0.19 248007500 -0.110 1.000 24.050 300 7.0
198.48 0.19 248007500 -0.250 1.000 23.992 300 6.0
198.52 0.19 248007500 -0.250 1.000 23.935 300 7.0
198.56 0.19 248007500 -0.150 1.000 23.878 300 7.0
198.6 0.19 248007500 -0.070 1.000 23.820 310 7.0
198.64 0.19 248007500 0.030 1.000 23.763 300 7.0
198.68 0.19 248007500 0.170 5.000 23.705 300 7.0
198.72 0.18 249245000 0.320 5.000 23.648 300 7.0
198.76 0.18 249245000 0.380 5.000 23.591 300 7.0
198.8 0.19 248007500 0.400 5.000 23.533 300 7.0
198.84 0.19 248007500 0.320 1.000 23.476 310 6.0
198.88 0.19 248007500 0.160 1.000 23.419 310 6.0
198.92 0.19 248007500 -0.050 1.000 23.361 310 5.0
198.96 0.19 248007500 -0.240 1.000 23.304 300 5.0
199 0.19 248007500 -0.310 1.000 23.247 300 4.0
199.04 0.20 246770000 -0.160 1.000 23.189 300 5.0
199.08 0.20 246770000 -0.070 1.000 23.132 290 5.0
199.12 0.19 248007500 0.020 1.000 23.074 290 5.0
199.16 0.19 248007500 0.200 5.000 23.017 300 5.0
199.2 0.19 248007500 0.370 5.000 22.903 290 6.0
199.24 0.19 248007500 0.450 5.000 22.790 300 6.0
199.28 0.19 248007500 0.440 5.000 22.677 300 5.0
199.32 0.19 248007500 0.390 5.000 22.563 300 5.0
199.36 0.20 246770000 0.270 1.000 22.450 290 4.0
199.4 0.20 246770000 0.070 1.000 22.336 290 3.0
199.44 0.20 246770000 -0.190 1.000 22.222 290 3.0
199.48 0.20 246770000 -0.340 1.000 22.109 290 3.0
199.52 0.20 246770000 -0.290 1.000 21.996 300 2.0
199.56 0.20 246770000 -0.220 1.000 21.882 60 1.0
199.6 0.20 246770000 -0.140 1.000 21.768 90 1.0
199.64 0.20 246770000 -0.020 1.000 21.655 90 1.0
199.68 0.20 246770000 0.130 5.000 21.542 150 1.0
199.72 0.20 246770000 0.250 5.000 21.428 140 3.0
199.76 0.20 246770000 0.290 5.000 21.315 140 3.0
199.8 0.20 246770000 0.270 1.000 21.201 140 2.0
199.84 0.21 245488000 0.230 1.000 21.087 130 3.0
199.88 0.20 246770000 0.040 1.000 20.974 130 3.0
199.92 0.20 246770000 -0.190 1.000 20.861 120 3.0
199.96 0.20 246770000 -0.360 1.000 20.747 110 1.0
200 0.20 246770000 -0.270 1.000 20.634 260 2.0
200.04 0.19 248007500 -0.160 1.000 20.520 260 4.0
200.08 0.19 248007500 -0.080 5.000 20.406 270 4.0
200.12 0.19 248007500 0.050 5.000 20.293 280 5.0
200.16 0.18 249245000 0.260 5.000 20.277 290 5.0
200.2 0.18 249245000 0.420 5.000 20.261 300 5.0
200.24 0.19 248007500 0.400 5.000 20.245 320 5.0
200.28 0.18 249245000 0.360 5.000 20.229 320 5.0
200.32 0.19 248007500 0.320 1.000 20.214 340 5.0
200.36 0.19 248007500 0.140 1.000 20.198 360 4.0
200.4 0.19 248007500 -0.080 1.000 20.182 10 4.0
200.44 0.20 246770000 -0.320 1.000 20.166 10 3.0
200.48 0.20 246770000 -0.380 1.000 20.150 20 3.0
200.52 0.20 246770000 -0.280 1.000 20.134 40 3.0
200.56 0.20 246770000 -0.220 1.000 20.118 30 3.0
200.6 0.19 248007500 -0.130 1.000 20.103 30 3.0
200.64 0.19 248007500 0.050 1.000 20.087 70 2.0
200.68 0.20 246770000 0.240 1.000 20.071 30 2.0
200.72 0.20 246770000 0.340 1.000 20.055 10 3.0
200.76 0.19 248007500 0.340 1.000 20.039 350 2.0
200.8 0.19 248007500 0.320 1.000 20.023 30 4.0
200.84 0.20 246770000 0.200 1.000 20.007 10 2.0
200.88 0.19 248007500 -0.020 1.000 19.991 360 3.0
200.92 0.19 248007500 -0.300 1.000 19.976 40 1.0
200.96 0.19 248007500 -0.320 1.000 19.960 300 2.0
201 0.19 248007500 -0.230 1.000 19.944 300 4.0
201.04 0.18 249245000 -0.130 5.000 19.928 310 4.0
201.08 0.18 249245000 -0.080 5.000 19.912 310 6.0
201.12 0.18 249245000 0.130 5.000 19.823 320 6.0
201.16 0.19 248007500 0.360 5.000 19.733 320 6.0
201.2 0.18 249245000 0.460 5.000 19.643 330 6.0
201.24 0.18 249245000 0.450 5.000 19.554 330 5.0
201.28 0.19 248007500 0.420 1.000 19.465 340 5.0
201.32 0.19 248007500 0.310 1.000 19.375 360 4.0
201.36 0.19 248007500 0.110 1.000 19.285 20 4.0
201.4 0.20 246770000 -0.180 1.000 19.196 20 3.0
201.44 0.20 246770000 -0.340 1.000 19.107 40 3.0
201.48 0.20 246770000 -0.250 1.000 19.017 60 4.0
201.52 0.20 246770000 -0.180 1.000 18.927 50 3.0
201.56 0.20 246770000 -0.180 1.000 18.838 50 3.0
201.6 0.20 246770000 -0.040 1.000 18.749 60 4.0
201.64 0.19 248007500 0.200 1.000 18.659 60 2.0
201.68 0.20 246770000 0.420 5.000 18.569 70 3.0
201.72 0.20 246770000 0.460 5.000 18.480 30 3.0
201.76 0.20 246770000 0.400 5.000 18.391 30 3.0
