time h A h_sea a Q_f W_Dir W_Vel
286.36 0.24 241642000 0.260 9.000 68.949 270 9.0
286.4 0.22 244206000 0.440 1.000 68.040 280 9.0
286.44 0.24 241642000 0.470 1.000 67.130 280 12.0
286.48 0.24 241642000 0.590 1.000 66.221 280 9.0
286.52 0.23 242924000 0.750 1.000 66.060 280 10.0
286.56 0.22 244206000 1.010 1.000 65.899 270 10.0
286.6 0.22 244206000 1.160 0.000 65.738 290 10.0
286.64 0.24 241642000 1.120 0.000 65.577 290 9.0
286.68 0.24 241642000 1.010 0.000 65.416 290 9.0
286.72 0.23 242924000 0.770 0.000 65.255 290 9.0
286.76 0.25 240360000 0.500 0.000 65.093 290 10.0
286.8 0.25 240360000 0.260 1.000 64.932 290 11.0
286.84 0.25 240360000 0.150 1.000 64.771 290 9.0
286.88 0.24 241642000 0.320 1.000 64.610 290 10.0
286.92 0.26 239078000 0.370 1.000 64.449 300 10.0
286.96 0.26 239078000 0.380 1.000 64.288 300 10.0
287 0.26 239078000 0.490 1.000 64.127 280 12.0
287.04 0.24 241642000 0.680 1.000 63.966 280 11.0
287.08 0.24 241642000 0.900 1.000 63.805 280 11.0
287.12 0.24 241642000 0.900 1.000 63.644 280 11.0
287.16 0.23 242924000 0.780 1.000 63.483 290 11.0
287.2 0.23 242924000 0.640 1.000 63.321 290 9.0
287.24 0.24 241642000 0.380 1.000 63.160 290 8.0
287.28 0.26 239078000 0.070 9.000 62.999 290 6.0
287.32 0.25 240360000 -0.180 9.000 62.838 280 7.0
287.36 0.26 239078000 -0.120 9.000 62.677 270 5.0
287.4 0.26 239078000 0.080 9.000 62.516 270 4.0
287.44 0.26 239078000 0.130 9.000 62.355 250 3.0
287.48 0.27 237796000 0.170 9.000 62.236 260 4.0
287.52 0.27 237796000 0.380 1.000 62.118 250 6.0
287.56 0.28 236514000 0.660 1.000 61.999 250 6.0
287.6 0.26 239078000 0.850 1.000 61.881 240 7.0
287.64 0.27 237796000 0.780 1.000 61.762 230 6.0
287.68 0.27 237796000 0.650 1.000 61.643 230 7.0
287.72 0.28 236514000 0.470 1.000 61.525 230 7.0
287.76 0.27 237796000 0.240 1.000 61.406 230 8.0
287.8 0.27 237796000 -0.020 9.000 61.287 240 10.0
287.84 0.26 239078000 -0.040 9.000 61.169 240 9.0
287.88 0.26 239078000 0.180 9.000 61.050 230 8.0
287.92 0.25 240360000 0.230 9.000 60.931 230 8.0
287.96 0.26 239078000 0.270 1.000 60.813 230 8.0
288 0.26 239078000 0.470 1.000 60.694 230 10.0
288.04 0.26 239078000 0.710 1.000 60.576 230 11.0
288.08 0.26 239078000 1.000 1.000 60.457 230 10.0
288.12 0.24 241642000 0.990 1.000 60.338 240 12.0
288.16 0.26 239078000 0.910 1.000 60.220 240 11.0
288.2 0.24 241642000 0.810 1.000 60.101 250 12.0
288.24 0.24 241642000 0.590 1.000 59.983 270 12.0
288.28 0.24 241642000 0.300 1.000 59.864 270 9.0
288.32 0.26 239078000 0.140 1.000 59.745 280 9.0
288.36 0.25 240360000 0.220 9.000 59.627 290 9.0
288.4 0.26 239078000 0.280 9.000 59.508 290 9.0
288.44 0.27 237796000 0.280 1.000 59.424 290 8.0
288.48 0.26 239078000 0.490 1.000 59.340 290 8.0
288.52 0.26 239078000 0.730 1.000 59.256 290 8.0
288.56 0.27 237796000 0.940 1.000 59.172 290 7.0
288.6 0.29 235232000 0.950 1.000 59.087 290 6.0
288.64 0.29 235232000 0.880 1.000 59.003 280 8.0
288.68 0.28 236514000 0.810 1.000 58.919 270 6.0
288.72 0.29 235232000 0.610 1.000 58.835 280 6.0
288.76 0.29 235232000 0.330 1.000 58.751 280 7.0
288.8 0.29 235232000 0.090 9.000 58.667 280 6.0
288.84 0.28 236514000 0.110 9.000 58.583 260 7.0
288.88 0.28 236514000 0.280 9.000 58.499 260 7.0
288.92 0.29 235232000 0.300 1.000 58.414 270 7.0
288.96 0.29 235232000 0.440 1.000 58.330 280 6.0
289 0.28 236514000 0.640 1.000 58.246 270 4.0
289.04 0.28 236514000 0.850 1.000 58.162 270 5.0
289.08 0.30 233950000 0.880 1.000 58.078 260 6.0
289.12 0.30 233950000 0.870 1.000 57.994 270 5.0
289.16 0.29 235232000 0.710 1.000 57.910 260 5.0
289.2 0.30 233950000 0.600 1.000 57.826 260 6.0
289.24 0.29 235232000 0.180 1.000 57.741 250 5.0
289.28 0.29 235232000 -0.060 1.000 57.657 250 5.0
289.32 0.29 235232000 -0.130 1.000 57.573 250 5.0
289.36 0.29 235232000 -0.040 1.000 57.489 230 5.0
289.4 0.30 233950000 0.070 1.000 57.456 210 5.0
289.44 0.31 233127000 0.070 1.000 57.423 200 5.0
289.48 0.30 233950000 0.260 1.000 57.389 190 6.0
289.52 0.31 233127000 0.450 1.000 57.356 190 5.0
289.56 0.32 232304000 0.670 1.000 57.323 230 5.0
289.6 0.31 233127000 0.650 1.000 57.290 210 6.0
289.64 0.31 233127000 0.590 1.000 57.256 200 6.0
289.68 0.31 233127000 0.430 1.000 57.223 190 6.0
289.72 0.32 232304000 0.220 9.000 57.190 160 6.0
289.76 0.31 233127000 -0.020 9.000 57.157 150 6.0
289.8 0.31 233127000 -0.290 9.000 57.123 150 7.0
289.84 0.29 235232000 -0.250 9.000 57.090 150 7.0
289.88 0.28 236514000 -0.100 9.000 57.057 150 6.0
289.92 0.28 236514000 -0.030 9.000 57.023 130 6.0
289.96 0.29 235232000 0.050 9.000 56.990 120 6.0
290 0.28 236514000 0.210 9.000 56.957 130 7.0
290.04 0.28 236514000 0.410 1.000 56.924 130 8.0
290.08 0.30 233950000 0.450 1.000 56.890 130 10.0
290.12 0.30 233950000 0.440 1.000 56.857 120 10.0
290.16 0.30 233950000 0.330 1.000 56.824 120 9.0
290.2 0.32 232304000 0.070 1.000 56.791 120 9.0
290.24 0.31 233127000 -0.170 1.000 56.757 130 9.0
290.28 0.29 235232000 -0.390 1.000 56.724 130 9.0
290.32 0.30 233950000 -0.470 1.000 56.691 130 9.0
290.36 0.28 236514000 -0.330 9.000 56.640 130 8.0
290.4 0.27 237796000 -0.230 9.000 56.590 120 9.0
290.44 0.27 237796000 -0.250 9.000 56.539 130 8.0
290.48 0.29 235232000 -0.070 9.000 56.488 130 10.0
290.52 0.29 235232000 0.260 9.000 56.438 130 10.0
290.56 0.28 236514000 0.440 1.000 56.387 140 7.0
290.6 0.29 235232000 0.540 1.000 56.337 150 7.0
290.64 0.29 235232000 0.400 1.000 56.286 140 6.0
290.68 0.28 236514000 0.350 1.000 56.235 160 7.0
290.72 0.27 237796000 0.190 9.000 56.185 140 6.0
290.76 0.26 239078000 0.060 9.000 56.134 150 7.0
290.8 0.27 237796000 -0.110 9.000 56.083 150 7.0
290.84 0.26 239078000 0.030 9.000 56.033 160 8.0
290.88 0.25 240360000 0.200 9.000 55.982 190 7.0
290.92 0.24 241642000 0.130 9.000 55.932 240 9.0
290.96 0.26 239078000 0.380 1.000 55.881 230 9.0
291 0.22 244206000 0.650 1.000 55.830 230 9.0
291.04 0.21 245488000 0.950 1.000 55.780 230 10.0
291.08 0.22 244206000 1.090 0.000 55.729 240 12.0
291.12 0.24 241642000 1.080 0.000 55.679 230 9.0
291.16 0.21 245488000 1.050 0.000 55.628 240 11.0
291.2 0.22 244206000 0.970 0.000 55.577 250 10.0
291.24 0.22 244206000 0.780 0.000 55.527 250 13.0
291.28 0.23 242924000 0.690 0.000 55.476 250 13.0
291.32 0.20 246770000 0.740 0.000 55.845 260 15.0
291.36 0.18 249245000 0.760 0.000 56.214 250 13.0
291.4 0.18 249245000 0.840 0.000 56.583 250 15.0
291.44 0.20 246770000 0.990 0.000 56.952 250 14.0
291.48 0.18 249245000 1.100 0.000 57.321 250 13.0
291.52 0.20 246770000 1.350 0.000 57.690 240 13.0
291.56 0.22 244206000 1.490 0.000 58.060 240 11.0
291.6 0.23 242924000 1.430 0.000 58.429 230 11.0
291.64 0.24 241642000 1.360 0.000 58.798 220 10.0
291.68 0.24 241642000 1.340 0.000 59.167 230 10.0
291.72 0.25 240360000 1.170 0.000 59.536 230 10.0
291.76 0.26 239078000 0.960 0.000 59.905 230 10.0
291.8 0.26 239078000 0.860 0.000 60.274 220 10.0
291.84 0.27 237796000 0.880 0.000 60.643 210 11.0
291.88 0.27 237796000 0.930 0.000 61.012 200 8.0
291.92 0.28 236514000 1.070 0.000 61.381 210 10.0
291.96 0.28 236514000 1.050 0.000 61.750 200 9.0
292 0.27 237796000 1.170 0.000 62.119 190 11.0
292.04 0.30 233950000 1.270 0.000 62.489 190 11.0
292.08 0.29 235232000 1.390 0.000 62.858 190 9.0
292.12 0.31 233127000 1.310 0.000 63.227 190 10.0
292.16 0.29 235232000 1.170 0.000 63.596 190 11.0
292.2 0.29 235232000 1.010 0.000 63.965 190 9.0
292.24 0.31 233127000 0.820 0.000 64.334 190 10.0
292.28 0.32 232304000 0.620 0.000 64.128 180 9.0
292.32 0.30 233950000 0.450 0.000 63.921 170 9.0
292.36 0.31 233127000 0.390 0.000 63.715 170 10.0
292.4 0.30 233950000 0.300 0.000 63.509 170 10.0
292.44 0.32 232304000 0.410 0.000 63.303 180 10.0
292.48 0.32 232304000 0.570 0.000 63.096 180 9.0
292.52 0.33 231481000 0.690 0.000 62.890 190 9.0
292.56 0.31 233127000 0.780 0.000 62.684 180 9.0
292.6 0.29 235232000 0.870 0.000 62.477 180 12.0
292.64 0.33 231481000 0.840 0.000 62.271 190 11.0
292.68 0.32 232304000 0.780 0.000 62.065 200 12.0
292.72 0.34 230658000 0.770 0.000 61.859 200 12.0
292.76 0.29 235232000 0.830 0.000 61.652 270 11.0
292.8 0.28 236514000 0.700 0.000 61.446 270 14.0
292.84 0.22 244206000 0.580 0.000 61.240 250 14.0
292.88 0.22 244206000 0.620 0.000 61.033 250 13.0
292.92 0.25 240360000 0.650 0.000 60.827 250 12.0
292.96 0.28 236514000 0.770 0.000 60.621 250 12.0
293 0.27 237796000 1.060 0.000 60.414 260 12.0
293.04 0.27 237796000 1.210 0.000 60.208 240 10.0
293.08 0.27 237796000 1.290 0.000 60.002 230 8.0
293.12 0.28 236514000 1.270 0.000 59.796 240 9.0
293.16 0.29 235232000 1.130 0.000 59.589 240 7.0
293.2 0.29 235232000 0.980 0.000 59.383 230 9.0
293.24 0.30 233950000 0.820 0.000 59.260 230 8.0
293.28 0.29 235232000 0.690 0.000 59.138 250 13.0
293.32 0.33 231481000 0.550 0.000 59.015 250 9.0
293.36 0.27 237796000 0.490 0.000 58.892 270 9.0
293.4 0.32 232304000 0.520 0.000 58.769 270 9.0
293.44 0.29 235232000 0.570 0.000 58.647 260 12.0
293.48 0.28 236514000 0.590 0.000 58.524 270 11.0
293.52 0.26 239078000 0.810 0.000 58.401 270 11.0
293.56 0.29 235232000 1.060 0.000 58.279 270 8.0
293.6 0.29 235232000 1.160 0.000 58.156 260 12.0
293.64 0.29 235232000 1.080 0.000 58.033 270 11.0
293.68 0.29 235232000 1.020 0.000 57.910 270 11.0
293.72 0.30 233950000 0.890 0.000 57.788 260 11.0
293.76 0.28 236514000 0.720 0.000 57.665 260 11.0
293.8 0.31 233127000 0.560 0.000 57.542 270 9.0
293.84 0.32 232304000 0.510 0.000 57.420 270 9.0
293.88 0.30 233950000 0.600 0.000 57.297 270 8.0
293.92 0.32 232304000 0.590 0.000 57.174 270 8.0
293.96 0.31 233127000 0.650 0.000 57.052 270 8.0
294 0.31 233127000 0.690 0.000 56.929 260 9.0
294.04 0.32 232304000 0.850 0.000 56.806 260 9.0
294.08 0.32 232304000 0.990 0.000 56.683 260 9.0
294.12 0.32 232304000 0.980 0.000 56.561 250 9.0
294.16 0.32 232304000 0.860 0.000 56.438 240 8.0
294.2 0.32 232304000 0.690 0.000 56.346 240 7.0
294.24 0.32 232304000 0.540 0.000 56.255 250 8.0
294.28 0.33 231481000 0.260 9.000 56.163 250 7.0
294.32 0.32 232304000 -0.020 9.000 56.071 240 7.0
294.36 0.32 232304000 -0.110 9.000 55.980 240 7.0
294.4 0.32 232304000 -0.090 9.000 55.888 240 7.0
294.44 0.32 232304000 0.000 9.000 55.796 230 6.0
294.48 0.32 232304000 0.030 9.000 55.705 230 6.0
294.52 0.32 232304000 0.070 9.000 55.613 230 6.0
294.56 0.32 232304000 0.300 9.000 55.521 220 6.0
294.6 0.32 232304000 0.510 1.000 55.430 220 6.0
294.64 0.32 232304000 0.520 1.000 55.338 220 6.0
294.68 0.32 232304000 0.470 1.000 55.246 220 6.0
294.72 0.32 232304000 0.300 1.000 55.155 230 5.0
294.76 0.32 232304000 0.140 9.000 55.063 200 5.0
294.8 0.32 232304000 -0.050 9.000 54.971 190 6.0
294.84 0.31 233127000 -0.170 9.000 54.880 210 5.0
294.88 0.30 233950000 -0.080 9.000 54.788 190 6.0
294.92 0.31 233127000 0.070 9.000 54.696 210 6.0
294.96 0.30 233950000 0.180 1.000 54.605 200 8.0
295 0.30 233950000 0.370 1.000 54.513 200 8.0
295.04 0.29 235232000 0.560 1.000 54.421 200 8.0
295.08 0.31 233127000 0.700 1.000 54.330 190 7.0
295.12 0.31 233127000 0.760 1.000 54.238 190 7.0
295.16 0.32 232304000 0.710 1.000 54.307 180 8.0
295.2 0.32 232304000 0.600 1.000 54.375 190 6.0
295.24 0.32 232304000 0.440 1.000 54.444 180 7.0
295.28 0.31 233127000 0.210 9.000 54.513 180 8.0
295.32 0.31 233127000 -0.090 9.000 54.582 170 8.0
295.36 0.30 233950000 -0.190 9.000 54.650 170 8.0
295.4 0.31 233127000 -0.090 9.000 54.719 160 7.0
295.44 0.31 233127000 0.000 9.000 54.788 160 7.0
295.48 0.29 235232000 0.070 9.000 54.856 160 8.0
295.52 0.29 235232000 0.230 1.000 54.925 150 8.0
295.56 0.30 233950000 0.420 1.000 54.994 150 9.0
295.6 0.32 232304000 0.570 1.000 55.063 150 9.0
295.64 0.32 232304000 0.560 1.000 55.131 160 9.0
295.68 0.32 232304000 0.480 1.000 55.200 150 9.0
295.72 0.32 232304000 0.310 1.000 55.269 160 7.0
295.76 0.32 232304000 0.170 9.000 55.337 150 8.0
295.8 0.31 233127000 -0.020 9.000 55.406 140 8.0
295.84 0.29 235232000 -0.180 9.000 55.475 150 8.0
295.88 0.30 233950000 -0.110 9.000 55.543 150 8.0
295.92 0.29 235232000 -0.020 9.000 55.612 150 9.0
295.96 0.31 233127000 0.010 9.000 55.681 150 10.0
296 0.31 233127000 0.110 9.000 55.750 150 9.0
296.04 0.32 232304000 0.390 9.000 55.818 150 9.0
296.08 0.31 233127000 0.560 1.000 55.887 150 10.0
296.12 0.29 235232000 0.650 1.000 55.820 150 9.0
296.16 0.30 233950000 0.590 1.000 55.753 140 8.0
296.2 0.31 233127000 0.450 1.000 55.686 140 12.0
296.24 0.32 232304000 0.260 9.000 55.619 140 12.0
296.28 0.29 235232000 0.040 9.000 55.553 140 11.0
296.32 0.30 233950000 -0.180 9.000 55.486 140 9.0
296.36 0.30 233950000 -0.160 9.000 55.419 130 11.0
296.4 0.30 233950000 0.040 9.000 55.352 130 13.0
296.44 0.31 233127000 -0.090 9.000 55.285 140 11.0
296.48 0.28 236514000 -0.080 9.000 55.218 120 12.0
296.52 0.26 239078000 0.370 9.000 55.151 130 12.0
296.56 0.29 235232000 0.580 1.000 55.084 130 12.0
296.6 0.29 235232000 0.690 1.000 55.018 130 13.0
296.64 0.30 233950000 0.580 1.000 54.951 130 13.0
296.68 0.32 232304000 0.420 1.000 54.884 130 12.0
296.72 0.32 232304000 0.440 1.000 54.817 140 10.0
296.76 0.29 235232000 0.280 9.000 54.750 140 10.0
296.8 0.28 236514000 0.170 9.000 54.683 130 9.0
296.84 0.28 236514000 0.220 9.000 54.616 140 11.0
296.88 0.27 237796000 0.300 9.000 54.549 130 12.0
296.92 0.28 236514000 0.430 1.000 54.483 130 11.0
296.96 0.31 233127000 0.590 1.000 54.416 140 11.0
297 0.31 233127000 0.810 1.000 54.349 140 11.0
297.04 0.29 235232000 0.970 1.000 54.282 130 10.0
297.08 0.29 235232000 1.100 1.000 54.151 110 10.0
297.12 0.31 233127000 1.140 1.000 54.021 110 10.0
297.16 0.30 233950000 1.010 1.000 53.890 100 9.0
297.2 0.29 235232000 0.970 1.000 53.759 120 8.0
297.24 0.28 236514000 0.730 1.000 53.629 110 10.0
297.28 0.28 236514000 0.570 1.000 53.498 100 9.0
297.32 0.31 233127000 0.450 1.000 53.367 100 10.0
297.36 0.31 233127000 0.560 1.000 53.237 90 9.0
297.4 0.31 233127000 0.660 1.000 53.106 80 8.0
297.44 0.31 233127000 0.780 1.000 52.975 70 7.0
297.48 0.29 235232000 0.830 1.000 52.845 60 6.0
297.52 0.28 236514000 0.990 1.000 52.714 60 6.0
297.56 0.28 236514000 1.160 1.000 52.583 60 6.0
297.6 0.28 236514000 1.140 0.000 52.453 40 6.0
297.64 0.30 233950000 1.010 0.000 52.322 30 6.0
297.68 0.28 236514000 0.890 0.000 52.191 10 6.0
297.72 0.28 236514000 0.730 0.000 52.061 10 6.0
297.76 0.29 235232000 0.490 0.000 51.930 360 4.0
297.8 0.29 235232000 0.300 0.000 51.799 10 5.0
297.84 0.29 235232000 0.360 0.000 51.669 20 4.0
297.88 0.29 235232000 0.470 0.000 51.538 360 3.0
297.92 0.29 235232000 0.520 0.000 51.407 40 4.0
297.96 0.29 235232000 0.550 0.000 51.277 10 3.0
298 0.29 235232000 0.610 1.000 51.146 10 3.0
298.04 0.29 235232000 0.730 1.000 51.373 20 3.0
298.08 0.29 235232000 0.880 1.000 51.601 50 2.0
298.12 0.29 235232000 0.740 1.000 51.828 30 3.0
298.16 0.29 235232000 0.610 1.000 52.055 360 3.0
298.2 0.29 235232000 0.350 1.000 52.282 10 3.0
298.24 0.30 233950000 0.020 9.000 52.510 50 1.0
298.28 0.30 233950000 -0.170 9.000 52.737 10 3.0
298.32 0.29 235232000 -0.260 9.000 52.964 10 3.0
298.36 0.29 235232000 -0.080 9.000 53.192 30 2.0
298.4 0.28 236514000 -0.010 9.000 53.419 60 0.0
298.44 0.27 237796000 0.000 9.000 53.646 60 2.0
298.48 0.28 236514000 0.110 9.000 53.874 60 2.0
298.52 0.27 237796000 0.350 1.000 54.101 110 2.0
298.56 0.28 236514000 0.570 1.000 54.328 110 2.0
298.6 0.28 236514000 0.540 1.000 54.555 140 2.0
298.64 0.28 236514000 0.380 1.000 54.783 190 2.0
298.68 0.29 235232000 0.270 1.000 55.010 140 1.0
298.72 0.28 236514000 0.070 9.000 55.237 120 2.0
298.76 0.27 237796000 -0.220 9.000 55.465 140 2.0
298.8 0.29 235232000 -0.330 9.000 55.692 120 3.0
298.84 0.27 237796000 -0.170 1.000 55.919 120 4.0
298.88 0.26 239078000 -0.040 1.000 56.146 130 3.0
298.92 0.27 237796000 -0.020 1.000 56.374 150 3.0
298.96 0.27 237796000 0.160 1.000 56.601 190 2.0
299 0.27 237796000 0.380 1.000 56.285 180 3.0
299.04 0.27 237796000 0.580 1.000 55.969 170 3.0
299.08 0.28 236514000 0.630 1.000 55.653 170 4.0
299.12 0.27 237796000 0.570 1.000 55.337 170 5.0
299.16 0.27 237796000 0.450 1.000 55.021 170 4.0
299.2 0.28 236514000 0.260 1.000 54.705 170 4.0
299.24 0.27 237796000 -0.010 9.000 54.389 170 4.0
299.28 0.27 237796000 -0.240 9.000 54.073 180 4.0
299.32 0.27 237796000 -0.200 9.000 53.757 170 4.0
299.36 0.26 239078000 -0.070 9.000 53.441 170 4.0
299.4 0.26 239078000 -0.040 9.000 53.125 180 4.0
299.44 0.26 239078000 0.120 9.000 52.810 180 4.0
299.48 0.25 240360000 0.330 1.000 52.494 190 6.0
299.52 0.25 240360000 0.560 1.000 52.178 340 5.0
299.56 0.25 240360000 0.620 1.000 51.862 340 4.0
299.6 0.26 239078000 0.540 1.000 51.546 330 5.0
299.64 0.24 241642000 0.460 1.000 51.230 330 6.0
299.68 0.25 240360000 0.330 1.000 50.914 330 6.0
299.72 0.26 239078000 -0.010 1.000 50.598 330 7.0
299.76 0.25 240360000 -0.260 1.000 50.282 320 4.0
299.8 0.24 241642000 -0.340 1.000 49.966 300 6.0
299.84 0.23 242924000 -0.170 1.000 49.650 320 6.0
299.88 0.25 240360000 -0.090 1.000 49.334 310 7.0
299.92 0.25 240360000 0.000 1.000 49.018 320 8.0
299.96 0.24 241642000 0.230 1.000 49.017 320 8.0
300 0.24 241642000 0.380 1.000 49.017 320 8.0
300.04 0.25 240360000 0.520 1.000 49.016 330 7.0
300.08 0.26 239078000 0.500 1.000 49.016 340 6.0
300.12 0.25 240360000 0.400 1.000 49.015 340 5.0
300.16 0.25 240360000 0.260 1.000 49.015 330 5.0
300.2 0.26 239078000 -0.060 9.000 49.014 350 5.0
300.24 0.25 240360000 -0.370 9.000 49.014 340 6.0
300.28 0.24 241642000 -0.480 9.000 49.013 340 5.0
300.32 0.24 241642000 -0.410 9.000 49.013 340 6.0
300.36 0.24 241642000 -0.280 9.000 49.012 350 6.0
300.4 0.23 242924000 -0.200 9.000 49.012 350 6.0
300.44 0.22 244206000 -0.080 9.000 49.011 350 5.0
300.48 0.23 242924000 0.080 9.000 49.010 350 6.0
300.52 0.22 244206000 0.200 9.000 49.010 10 6.0
300.56 0.22 244206000 0.230 9.000 49.009 360 6.0
300.6 0.22 244206000 0.190 9.000 49.009 10 6.0
300.64 0.22 244206000 0.090 9.000 49.008 20 7.0
300.68 0.22 244206000 -0.150 9.000 49.008 20 6.0
300.72 0.23 242924000 -0.450 9.000 49.007 10 7.0
300.76 0.20 246770000 -0.690 9.000 49.007 20 8.0
300.8 0.21 245488000 -0.630 1.000 49.006 30 6.0
300.84 0.23 242924000 -0.470 1.000 49.006 20 6.0
300.88 0.20 246770000 -0.370 1.000 49.005 10 6.0
300.92 0.20 246770000 -0.240 1.000 48.981 20 5.0
300.96 0.22 244206000 -0.050 1.000 48.958 10 5.0
301 0.20 246770000 0.100 1.000 48.934 10 6.0
301.04 0.22 244206000 0.140 1.000 48.910 20 5.0
301.08 0.22 244206000 0.140 1.000 48.887 20 4.0
301.12 0.20 246770000 0.050 1.000 48.863 20 4.0
301.16 0.20 246770000 -0.080 1.000 48.840 20 2.0
301.2 0.22 244206000 -0.350 1.000 48.816 30 2.0
301.24 0.22 244206000 -0.570 1.000 48.792 340 3.0
301.28 0.22 244206000 -0.570 1.000 48.769 350 0.0
301.32 0.20 246770000 -0.400 1.000 48.745 230 0.0
301.36 0.22 244206000 -0.260 1.000 48.722 230 0.0
301.4 0.20 246770000 -0.220 1.000 48.698 180 3.0
301.44 0.20 246770000 0.000 1.000 48.674 220 5.0
301.48 0.21 245488000 0.170 9.000 48.651 210 6.0
301.52 0.21 245488000 0.250 9.000 48.627 250 4.0
301.56 0.21 245488000 0.240 9.000 48.603 250 4.0
301.6 0.22 244206000 0.200 9.000 48.580 250 4.0
301.64 0.22 244206000 0.070 1.000 48.556 280 3.0
301.68 0.22 244206000 -0.190 1.000 48.533 230 2.0
301.72 0.22 244206000 -0.460 1.000 48.509 220 1.0
301.76 0.21 245488000 -0.600 1.000 48.485 150 2.0
301.8 0.22 244206000 -0.500 1.000 48.462 200 2.0
301.84 0.22 244206000 -0.380 1.000 48.438 180 3.0
301.88 0.22 244206000 -0.300 1.000 48.408 180 2.0
301.92 0.21 245488000 -0.090 1.000 48.378 190 3.0
301.96 0.21 245488000 0.100 1.000 48.348 200 3.0
302 0.23 242924000 0.160 1.000 48.318 220 2.0
302.04 0.23 242924000 0.180 1.000 48.288 160 1.0
302.08 0.23 242924000 0.170 1.000 48.258 140 4.0
302.12 0.23 242924000 0.090 1.000 48.228 160 4.0
302.16 0.23 242924000 -0.140 1.000 48.198 170 4.0
302.2 0.22 244206000 -0.390 1.000 48.168 170 2.0
302.24 0.22 244206000 -0.560 1.000 48.138 160 5.0
302.28 0.22 244206000 -0.470 1.000 48.108 190 3.0
302.32 0.21 245488000 -0.330 1.000 48.077 190 3.0
302.36 0.21 245488000 -0.220 1.000 48.047 200 3.0
302.4 0.22 244206000 -0.030 1.000 48.017 230 3.0
302.44 0.23 242924000 0.190 9.000 47.987 230 4.0
302.48 0.22 244206000 0.270 9.000 47.957 220 4.0
302.52 0.22 244206000 0.300 9.000 47.927 240 4.0
302.56 0.23 242924000 0.240 9.000 47.897 260 5.0
302.6 0.22 244206000 0.210 1.000 47.867 260 6.0
302.64 0.22 244206000 0.040 1.000 47.837 250 5.0
302.68 0.21 245488000 -0.240 1.000 47.807 260 7.0
302.72 0.22 244206000 -0.470 1.000 47.777 250 6.0
302.76 0.22 244206000 -0.440 1.000 47.747 260 7.0
302.8 0.21 245488000 -0.300 1.000 47.717 270 7.0
302.84 0.20 246770000 -0.210 1.000 47.644 250 7.0
302.88 0.22 244206000 -0.070 1.000 47.571 250 5.0
302.92 0.22 244206000 0.140 1.000 47.498 260 7.0
302.96 0.22 244206000 0.270 1.000 47.425 260 6.0
303 0.23 242924000 0.320 1.000 47.352 270 6.0
303.04 0.22 244206000 0.290 1.000 47.279 260 6.0
303.08 0.22 244206000 0.240 1.000 47.206 280 6.0
303.12 0.21 245488000 0.110 1.000 47.133 270 5.0
303.16 0.22 244206000 -0.130 1.000 47.060 280 6.0
303.2 0.22 244206000 -0.380 1.000 46.987 290 6.0
303.24 0.22 244206000 -0.430 1.000 46.914 270 5.0
303.28 0.22 244206000 -0.310 1.000 46.840 270 5.0
303.32 0.22 244206000 -0.200 1.000 46.767 280 5.0
303.36 0.23 242924000 -0.070 1.000 46.694 290 6.0
303.4 0.23 242924000 0.160 1.000 46.621 300 6.0
303.44 0.22 244206000 0.330 1.000 46.548 300 6.0
303.48 0.22 244206000 0.410 1.000 46.475 300 6.0
303.52 0.22 244206000 0.370 1.000 46.402 320 7.0
303.56 0.23 242924000 0.310 1.000 46.329 310 7.0
303.6 0.23 242924000 0.210 1.000 46.256 320 7.0
303.64 0.23 242924000 0.020 1.000 46.183 320 9.0
303.68 0.23 242924000 -0.280 1.000 46.110 320 8.0
303.72 0.22 244206000 -0.440 1.000 46.037 320 9.0
